word,count,language,type
rational,17,Java,positive
readable,20,Java,positive
cleaner,83,Objective-C,positive
bonus,35,Python,positive
love,21,C,positive
revive,26,C++,positive
quicker,16,C++,positive
rapid,38,JavaScript,positive
top,27,Shell,positive
lean,17,Python,positive
rich-text-content,13,PHP,positive
qualified,12,Python,positive
manifest-refresh,21,Ruby,positive
honor,18,Objective-C,positive
lead,45,Python,positive
auto-refresh,11,PHP,positive
achievements,74,PHP,positive
responsive,25,Shell,positive
gaining,25,Ruby,positive
progressive,16,Python,positive
decent,18,PHP,positive
work-ver-2,30,JavaScript,positive
helpful,21,C,positive
recommend,88,PHP,positive
shiny,15,Shell,positive
core/achievement,15,C++,positive
formidable,16,JavaScript,positive
concise,13,C,positive
exonerate,18,Ruby,positive
supports,77,Objective-C,positive
grand,23,Ruby,positive
safely,19,Java,positive
achievements,11,Objective-C,positive
comfy,12,Ruby,positive
valor,19,Ruby,positive
stylish,31,Python,positive
steady,13,JavaScript,positive
hopeful,13,PHP,positive
fine-tuning,12,Shell,positive
reform,17,PHP,positive
led-control,23,C,positive
elan,35,Python,positive
selective,12,PHP,positive
beauty,27,Python,positive
balanced,12,PHP,positive
feat(ngmock,14,JavaScript,positive
robust,30,Ruby,positive
leading,41,JavaScript,positive
leverage,21,Ruby,positive
inspiration,28,JavaScript,positive
defeat,11,Java,positive
heroic,12,C++,positive
helping,21,JavaScript,positive
work-ver-web,24,JavaScript,positive
polished,63,Objective-C,positive
graceful,16,Shell,positive
positive,22,Java,positive
likes,23,Python,positive
recommendations,24,Java,positive
nice&gently,33,Shell,positive
recommendation,19,Ruby,positive
efficient,23,C,positive
awsome,13,Java,positive
compatible,12,C#,positive
fun????es,23,PHP,positive
variety,29,JavaScript,positive
cleanly,22,JavaScript,positive
win,32,Shell,positive
simplest,11,PHP,positive
swift,30,Ruby,positive
fine-tune,17,C,positive
capability,12,PHP,positive
recommend,28,C,positive
modern,24,Java,positive
logical,50,Python,positive
transparent,36,C,positive
unlimited,17,Java,positive
trust,35,Ruby,positive
swift,13,Shell,positive
snappy,11,JavaScript,positive
fairly,44,JavaScript,positive
concise,20,Python,positive
adjustable,38,JavaScript,positive
pardon,11,JavaScript,positive
premier,22,C#,positive
perfectly,19,JavaScript,positive
fun????o,25,C++,positive
lighter,12,Objective-C,positive
core/reputation,21,C++,positive
hot,47,C#,positive
bloom,28,Java,positive
handy,40,Shell,positive
warm,15,Python,positive
glow,31,JavaScript,positive
vibrant,12,PHP,positive
healthy,13,JavaScript,positive
realistic,13,C,positive
win-specific,26,C++,positive
re-worked,14,C#,positive
neat,28,PHP,positive
trusted,14,JavaScript,positive
contribution,17,C++,positive
strong,34,C#,positive
protection,11,Objective-C,positive
complemented,17,Java,positive
rectifying,23,JavaScript,positive
fans,16,Ruby,positive
bonus,15,C#,positive
logical,13,Shell,positive
helpful,12,C++,positive
appropriate,17,Java,positive
feat(timepicker,16,JavaScript,positive
oasis,11,JavaScript,positive
guarantee,12,Python,positive
feat(app,15,JavaScript,positive
font-awesome,20,PHP,positive
fond,13,Java,positive
fine-tuned,22,PHP,positive
straightforward,17,Java,positive
feat(landing,11,JavaScript,positive
precise,12,PHP,positive
attraction,16,Java,positive
helpful,14,Shell,positive
recommend,13,Objective-C,positive
beautify,28,Objective-C,positive
safely,15,Shell,positive
softer,11,Python,positive
feat(ngparse,15,JavaScript,positive
compliant,24,C++,positive
comprehensive,20,JavaScript,positive
feat($httpbackend,18,JavaScript,positive
feat(auth,30,JavaScript,positive
satisfy,30,C++,positive
empathy,17,C,positive
unity-firefox-extension,15,Shell,positive
dawn-ui,47,Java,positive
prompt,30,C#,positive
unity-lens-photos,38,Shell,positive
beauty,14,C,positive
relief,18,JavaScript,positive
clever,14,PHP,positive
led,12,Shell,positive
unlimited,20,PHP,positive
feat(build,11,Java,positive
work-around,22,C++,positive
supported,31,Shell,positive
harmonize,29,PHP,positive
best,21,Objective-C,positive
excellent,18,JavaScript,positive
sane,28,C++,positive
stylized,29,Python,positive
work-around,33,Python,positive
bash-prompt,21,JavaScript,positive
accomplished,17,C++,positive
like,27,Shell,positive
capability,15,Java,positive
feat(request,20,Python,positive
achievement,35,PHP,positive
thank,15,C++,positive
stylish,14,PHP,positive
effective,27,Python,positive
lighter,11,Shell,positive
brighter,12,Ruby,positive
reasonable,11,C++,positive
ideal,26,Ruby,positive
matrix-support,12,C,positive
stronger,40,Python,positive
support/yamlparser,30,C++,positive
qualified,18,C++,positive
dedicated,24,Ruby,positive
magic,15,C#,positive
reputation,13,JavaScript,positive
git-clean,27,C,positive
lean,15,Java,positive
contribution,27,Ruby,positive
hot,27,Objective-C,positive
trophy,12,Ruby,positive
calm,12,C++,positive
nicely,23,Python,positive
safely,21,C,positive
sensible,51,JavaScript,positive
quieter,20,Python,positive
rich,12,C#,positive
workable,18,C++,positive
complement,14,C,positive
great,42,C#,positive
robust,17,PHP,positive
integral,19,C++,positive
heal,12,C++,positive
re-worked,13,C++,positive
delicious,16,Java,positive
pretty-print,31,Python,positive
proving,19,JavaScript,positive
optimistic,26,Ruby,positive
recommended,19,Ruby,positive
effectively,13,C++,positive
pepping,13,Python,positive
finer,20,JavaScript,positive
backbone,12,Shell,positive
enhances,14,Python,positive
helping,19,PHP,positive
clearly,41,Ruby,positive
reasonably,17,JavaScript,positive
satisfies,14,PHP,positive
satisfy,12,C,positive
intelligent,12,PHP,positive
clean/build,11,Java,positive
decent,25,C++,positive
winner,26,Ruby,positive
straighten,18,PHP,positive
satisfy,21,Java,positive
helped,11,JavaScript,positive
innovation,11,Ruby,positive
eagerly,12,C#,positive
recommended,23,Java,positive
leading,12,C++,positive
beautify,19,C#,positive
finer,22,Java,positive
convenient,12,Python,positive
integral,16,Python,positive
hot-fix,16,PHP,positive
feat,16,C,positive
awesomeness,19,Ruby,positive
re-work,29,Ruby,positive
precise,18,Java,positive
nifty,11,Python,positive
easy,22,C#,positive
sharp,16,Python,positive
feat(tree,13,PHP,positive
fairly,18,C,positive
helping,24,Ruby,positive
sparkle,34,Objective-C,positive
dawn-common,16,Java,positive
creative,25,Python,positive
portable,18,JavaScript,positive
exciting,14,JavaScript,positive
feat(ngclass,13,JavaScript,positive
honor,21,C#,positive
fail-fast,11,Java,positive
happy,16,Objective-C,positive
honoring,16,Python,positive
decent,12,C,positive
nifty,18,JavaScript,positive
efficient,21,C++,positive
stabilize,23,Shell,positive
usable,26,PHP,positive
survival,11,C,positive
approval,15,Python,positive
embolden,13,JavaScript,positive
mobile-friendly,13,Ruby,positive
feat(nginclude,35,JavaScript,positive
clearly,11,C++,positive
gst-plugins-good,12,Shell,positive
heal,11,C,positive
reform,44,JavaScript,positive
fine-tuning,14,C,positive
straighten,14,C,positive
margin-top,13,PHP,positive
unity-asset-pool,16,Shell,positive
freed,22,JavaScript,positive
flashy,15,JavaScript,positive
clears,16,C,positive
renewed,59,JavaScript,positive
cute,19,Java,positive
wonder,14,JavaScript,positive
won't,17,C,positive
handy,15,C,positive
glorious,15,JavaScript,positive
reconcile,20,Python,positive
intelligent,15,Ruby,positive
fun????o,15,Ruby,positive
easier,37,Objective-C,positive
case-sensitive,12,PHP,positive
pleasing,17,Java,positive
db/achievements,12,C++,positive
lean,13,PHP,positive
minimum-stability,12,PHP,positive
multi-hot-corner,13,C,positive
feat(compile,19,JavaScript,positive
protection,15,C,positive
hilarious,11,JavaScript,positive
optimistic,13,JavaScript,positive
appropriate,32,Ruby,positive
project/assets/scenes/messy/first.unity,12,C#,positive
treasure,13,C++,positive
tidy-ups,22,Java,positive
tidy-up,21,Java,positive
compact,13,C#,positive
winner,14,C++,positive
reform,17,Ruby,positive
strong,16,C,positive
sublime,21,Java,positive
backbone.model,11,JavaScript,positive
consistent,44,Shell,positive
reforming,13,Java,positive
unbeatable,14,Ruby,positive
e3/dummy/worker.py:restructure,20,Python,positive
reliable,18,C++,positive
top-level,19,JavaScript,positive
autonomous,40,Java,positive
readable,16,Python,positive
smarter,20,Objective-C,positive
amazing,21,Ruby,positive
finer,12,Ruby,positive
top-level,19,Java,positive
sublime-text3,12,C,positive
prompt,33,C++,positive
promise,19,Java,positive
facilitate,14,Java,positive
adjustable,13,Ruby,positive
feat(catalogo,15,JavaScript,positive
delicious,32,JavaScript,positive
adjustable,14,Java,positive
optimal,25,C++,positive
delicious,15,Ruby,positive
awesomeness,35,PHP,positive
succes,20,Java,positive
nifty-controls,24,Java,positive
authentic,12,C,positive
sensible,14,C++,positive
core/talents,14,C++,positive
fine-tuning,11,C++,positive
satisfy,23,PHP,positive
ftw,12,C,positive
const-correct,22,C++,positive
useful,11,C#,positive
feat(http,20,JavaScript,positive
mc/classic,27,C,positive
sweeping,16,Python,positive
adaptive,19,Ruby,positive
outstanding,12,PHP,positive
patient,18,C#,positive
dedicated,24,PHP,positive
favorite,13,Python,positive
graceful,18,C,positive
bonus,19,C,positive
appropriate,16,C++,positive
rapport,13,C#,positive
finer,15,Python,positive
better-looking,12,Python,positive
woo,15,Shell,positive
thrift,27,C++,positive
greatest,15,JavaScript,positive
backbone.marionette,18,JavaScript,positive
hooray,41,C,positive
vibrant,11,C,positive
honor,14,Shell,positive
reasonably,11,Python,positive
warm,20,Java,positive
eagerly,16,Ruby,positive
swift,30,PHP,positive
coherence,11,Java,positive
hopeful,11,C++,positive
sensible,18,PHP,positive
ease,11,Shell,positive
warm,18,Ruby,positive
transparent,11,Shell,positive
comprehensive,14,Java,positive
pretty-print,11,Ruby,positive
commitment,11,Ruby,positive
champ,19,PHP,positive
convenient,11,Ruby,positive
effective,23,Ruby,positive
succeeded,13,C,positive
renewed,12,Shell,positive
victory,11,Ruby,positive
reward,11,C++,positive
cute,18,C++,positive
stylish,18,Java,positive
feat(minerr,13,JavaScript,positive
precise,19,Ruby,positive
thrift,13,C,positive
lovely,13,C#,positive
enhance...enhance...enhance,82,JavaScript,positive
shiny,16,C,positive
sensitive,13,Python,positive
top-image,17,PHP,positive
tender,12,Ruby,positive
logical,23,Ruby,positive
mac-audio-support,26,C++,positive
pull-right,12,JavaScript,positive
fun????es,14,JavaScript,positive
fun????????????o,13,Java,positive
champ,19,JavaScript,positive
flexible,19,Objective-C,positive
workable,11,PHP,positive
successful,18,Shell,positive
harmonize,34,C++,positive
rectify,11,PHP,positive
feat(numerics,13,C++,positive
feat(battleview,13,JavaScript,positive
interface-top,17,JavaScript,positive
breakthrough,12,JavaScript,positive
encourage,26,PHP,positive
assure,16,PHP,positive
js-backbone,14,JavaScript,positive
progressive,13,PHP,positive
reconcile,11,PHP,positive
_docs/ready,18,JavaScript,positive
rational,18,C,positive
feat(input,29,JavaScript,positive
simplest,14,C++,positive
leading,13,Java,positive
aver,35,JavaScript,positive
harmonize,30,Ruby,positive
app/assets/partials/welcome.en-us.html,16,JavaScript,positive
refreshing,12,Shell,positive
pretty-printing,12,JavaScript,positive
useful,18,Objective-C,positive
unity-greeter,17,Shell,positive
liking,16,JavaScript,positive
remedy,18,Java,positive
meaningful,20,Java,positive
bash-compatible,64,Shell,positive
git-prompt.sh,25,C,positive
fluent,17,Python,positive
progressive,11,Java,positive
brand-new,13,JavaScript,positive
beautiful,11,Objective-C,positive
straighten,11,C++,positive
colorful,16,C++,positive
core/angel,12,C,positive
classy,16,JavaScript,positive
rectify,13,Java,positive
top-level,17,Python,positive
pretty-print,12,C,positive
unbound,18,C,positive
clang/test/rewriter/objc-modern-boxing.mm,12,C++,positive
feat(carousel,15,JavaScript,positive
sane,19,PHP,positive
won't,15,C++,positive
spontaneous,11,JavaScript,positive
html/safe.php,16,PHP,positive
finer,15,C++,positive
favor,12,C,positive
renewed,25,Ruby,positive
reasonable,11,PHP,positive
woo,11,C#,positive
stronger,19,C,positive
rectify,13,C++,positive
fair,13,Ruby,positive
tidy-up,26,Shell,positive
seo-friendly,11,PHP,positive
clearly,11,PHP,positive
vibrant,12,Shell,positive
hail,19,Python,positive
modest,11,C++,positive
rhosimulator/win,11,C,positive
android-support-v4.jar,14,Java,positive
shiny,18,Java,positive
satisfy,11,C#,positive
acclaim,17,C,positive
humble,15,JavaScript,positive
winners,17,Python,positive
notmuch-compact,17,C,positive
succes,13,C,positive
feat(event,12,PHP,positive
effectively,16,JavaScript,positive
variety,13,Python,positive
thrift,19,PHP,positive
kids-boom.ru,17,PHP,positive
slbp-top,12,Objective-C,positive
perfectly,15,Java,positive
comprehensive,12,Ruby,positive
delicious-cake,14,Python,positive
succeeded,11,JavaScript,positive
theming/widgets/simpler-tabs.svg,34,JavaScript,positive
enjoy,11,PHP,positive
asan/win,21,C++,positive
asan/win,32,C,positive
fast-math,12,C++,positive
freedom,11,C++,positive
knock,12,Ruby,negative
insignificant,16,Ruby,negative
likers/haters,13,JavaScript,negative
unimportant,13,Objective-C,negative
elimination,11,JavaScript,negative
froze,15,Ruby,negative
hard-wire,13,JavaScript,negative
troubled,27,Python,negative
src/ricardodantas/php-error-class/phperrorclass.php,47,PHP,negative
sketchy,15,Java,negative
gutter,11,C++,negative
flirt,17,Ruby,negative
bug,87156,C++,negative
fuck,1350,C,negative
missed,1592,PHP,negative
revert,30172,C,negative
mistakenly,20,Java,negative
bug,34101,Python,negative
broken,982,JavaScript,negative
bumping,1297,Java,negative
revert,28732,JavaScript,negative
ignore,4360,C,negative
bug,3998,Objective-C,negative
issue,11367,Java,negative
revert,34983,Java,negative
bug,61046,JavaScript,negative
junk,142,JavaScript,negative
bug,26787,Java,negative
static,2054,JavaScript,negative
ignore,10951,Java,negative
missed,1652,Python,negative
hack,1300,C,negative
error,3524,PHP,negative
revert,5194,C#,negative
deprecate,57,Shell,negative
sorry,177,PHP,negative
bump,34940,JavaScript,negative
errors,290,Python,negative
drag,279,Java,negative
revert,15377,Python,negative
disable,7361,JavaScript,negative
restrict,1783,Ruby,negative
ignore,12838,JavaScript,negative
bug,22691,PHP,negative
delay,288,Java,negative
messed,194,Python,negative
revert,18649,C++,negative
slowly,150,Java,negative
revert,18463,Ruby,negative
ignore,1841,C#,negative
bump,56550,Ruby,negative
disregard,40,Java,negative
lazy,33,Objective-C,negative
ignore,6620,PHP,negative
collapse,344,JavaScript,negative
splitting,637,JavaScript,negative
miscellaneous,42,C#,negative
bump,9221,Java,negative
weaken,13,C,negative
error,2605,Python,negative
fail,527,Ruby,negative
issue,8345,PHP,negative
shit,65,C#,negative
bump,19472,Python,negative
disable,4647,Python,negative
bumped,5418,Python,negative
annoying,53,Java,negative
problem,1551,Java,negative
urgent,44,JavaScript,negative
disable,5627,C,negative
disable,3298,PHP,negative
bump,2449,C#,negative
bug,3925,C#,negative
bug,9805,C,negative
issue,2616,C,negative
disable,886,C#,negative
limit,967,Python,negative
bumping,4722,Ruby,negative
revert,3421,Objective-C,negative
revert,17895,PHP,negative
mock,429,Python,negative
bumping,4166,C++,negative
bump,8131,C,negative
bump,5157,PHP,negative
issue,5534,Ruby,negative
suppression,1222,JavaScript,negative
downgrade,148,PHP,negative
fuck,876,Java,negative
kill,859,Ruby,negative
chore(package,39,JavaScript,negative
silly,340,Java,negative
trivial,1357,Python,negative
deprecate,476,Java,negative
bumped,9163,JavaScript,negative
error,5141,JavaScript,negative
error,2556,Ruby,negative
bump,4994,C++,negative
ignore,3881,C++,negative
lazy,365,Java,negative
suppression,310,Python,negative
hack,1063,Python,negative
bug,12958,Ruby,negative
fist,223,JavaScript,negative
error,1265,C++,negative
hack,1374,JavaScript,negative
issue,11987,JavaScript,negative
bumping,3530,JavaScript,negative
fuck,336,C++,negative
ignore,9474,Python,negative
bugs,554,C++,negative
disable,4256,C++,negative
subversion,21,Python,negative
rough,60,Objective-C,negative
ignore,2903,Shell,negative
junk,89,Java,negative
bumping,1731,Python,negative
chore(travis,116,C++,negative
blah,510,C++,negative
fuck,604,Python,negative
problem,922,JavaScript,negative
damage,78,Java,negative
slower,84,JavaScript,negative
bump,6346,Shell,negative
sorry,385,Java,negative
dumb,103,Java,negative
revert,8071,Shell,negative
lazy,249,Python,negative
bug,3466,Shell,negative
static,2324,Ruby,negative
blah,910,Python,negative
suppress,422,C,negative
bumped,3521,Java,negative
break,1145,JavaScript,negative
destroy,28,C#,negative
degrade,15,Java,negative
missed,2854,JavaScript,negative
shit,248,Java,negative
error,1194,C,negative
bugs,1577,JavaScript,negative
bullshit,19,PHP,negative
attack,78,C#,negative
reject,50,PHP,negative
ugh,841,JavaScript,negative
hacks,73,Ruby,negative
stupid,933,Ruby,negative
conflict,807,PHP,negative
fuck,1588,JavaScript,negative
subversion/libsvn_client/merge.c,42,C,negative
bugs,1005,PHP,negative
dragging,41,Java,negative
bad,146,Shell,negative
trap,98,Python,negative
messing,755,Ruby,negative
backward,79,PHP,negative
wrong,439,Shell,negative
splitting,391,Java,negative
error,2799,Java,negative
vagrant,131,Shell,negative
disable,5088,Ruby,negative
issues,532,JavaScript,negative
wrong,1360,Python,negative
bump,1998,Objective-C,negative
critical,173,Java,negative
fist,109,Ruby,negative
disable,2722,Shell,negative
shit,47,Shell,negative
restrict,562,JavaScript,negative
break,382,C,negative
shit,174,PHP,negative
disable/enable,29,JavaScript,negative
disallow,363,JavaScript,negative
broke,160,C,negative
dark,223,Java,negative
messing,149,C,negative
leak,13,JavaScript,negative
breaking,320,Java,negative
clash,123,JavaScript,negative
suppress,646,C++,negative
static,1193,Python,negative
break,70,C#,negative
boring,12,PHP,negative
deprecate,469,JavaScript,negative
disable,4414,Java,negative
fake,512,JavaScript,negative
vagrant,107,PHP,negative
throttle,40,C,negative
issue,577,Shell,negative
conflicts,351,Ruby,negative
wrong,1609,PHP,negative
fatal,37,C,negative
reject,176,JavaScript,negative
lazy,618,JavaScript,negative
joker,11,Java,negative
hard,221,Python,negative
breaking,694,JavaScript,negative
conflict,1303,JavaScript,negative
bumped,2400,PHP,negative
issue,1495,C#,negative
conflicts,215,Python,negative
darkened,113,JavaScript,negative
messed,231,Ruby,negative
wrong,2235,JavaScript,negative
chore(travis,129,JavaScript,negative
naive,12,PHP,negative
FALSE,110,JavaScript,negative
bumped,9419,Ruby,negative
fucking,312,Java,negative
problem,2389,Python,negative
restricted,189,JavaScript,negative
fuck,462,PHP,negative
missed,2075,Java,negative
unnecessary,238,PHP,negative
omit,110,PHP,negative
puppet,78,JavaScript,negative
idiot,38,JavaScript,negative
ignore,9519,Ruby,negative
broken,194,C#,negative
incomplete,319,JavaScript,negative
chore,1318,JavaScript,negative
deny,150,PHP,negative
issue,1144,Objective-C,negative
bumped,515,Objective-C,negative
blah,448,PHP,negative
steal,41,Ruby,negative
failed,123,C++,negative
dirty,136,C++,negative
fuck,1023,Ruby,negative
zap,124,JavaScript,negative
rage,11,Python,negative
rough,374,Ruby,negative
bumped,1386,C#,negative
limit,1396,JavaScript,negative
weird,65,C#,negative
mad,97,JavaScript,negative
collapse,130,Python,negative
messing,1176,JavaScript,negative
sty,495,Python,negative
incorrect,117,C++,negative
blah,2401,JavaScript,negative
drag,1280,JavaScript,negative
broke,890,JavaScript,negative
chore(package.json,55,JavaScript,negative
forbid,85,JavaScript,negative
stupid,1038,Python,negative
stupid,811,Java,negative
messed,119,C,negative
untested,288,Java,negative
problems,314,Python,negative
splitting,150,C,negative
crap,183,JavaScript,negative
untested,211,C++,negative
weird,123,C,negative
fake,284,Ruby,negative
issue,5871,Python,negative
madness,14,Java,negative
abort,71,PHP,negative
ax,84,C++,negative
missed,1073,C,negative
useless,468,Java,negative
missed,487,Shell,negative
warning,485,JavaScript,negative
warning,324,Python,negative
errors,364,Ruby,negative
lose,52,Java,negative
regression,139,C,negative
die,110,C,negative
drag,97,C#,negative
ugh,241,Java,negative
unneeded,59,C++,negative
bad,578,Java,negative
hard,253,Java,negative
sorry,66,Shell,negative
chore(bower,69,JavaScript,negative
fail,241,PHP,negative
reject,79,C,negative
fuzzy,21,C,negative
dumb,87,C,negative
wrong,1176,Java,negative
killing,29,C++,negative
chore(version,46,JavaScript,negative
friction,29,JavaScript,negative
bumped,751,C++,negative
depression,11,JavaScript,negative
bad,671,Python,negative
regression,31,Shell,negative
rough,144,PHP,negative
incorrect,176,Python,negative
glib-demo,24,C++,negative
disallow,177,C++,negative
blur,35,Objective-C,negative
chore,49,Java,negative
silly,193,C,negative
drastically,28,Ruby,negative
squash,447,Java,negative
disable,840,Objective-C,negative
suppression,424,C,negative
bs,25,PHP,negative
dump,718,PHP,negative
buggy,158,Java,negative
banish,16,Python,negative
deadlock,31,C,negative
blah,343,C,negative
mock,141,PHP,negative
suppress,110,Objective-C,negative
harden,29,PHP,negative
rejected,70,Java,negative
slave,30,C,negative
enemies,205,Java,negative
failing,166,Python,negative
suppression,1647,PHP,negative
sorry,240,Python,negative
splitting,268,Ruby,negative
warning,431,C++,negative
rip,50,Java,negative
bumps,1170,Ruby,negative
untested,214,JavaScript,negative
crush,84,C++,negative
squash,482,C,negative
problem,1179,C++,negative
blah,1100,Ruby,negative
buggy,19,C#,negative
hard,336,Ruby,negative
regression,101,Ruby,negative
naive,192,Python,negative
slower,29,Python,negative
scratch,63,Ruby,negative
insignificant,27,Java,negative
kill,1107,JavaScript,negative
paranoid,12,Python,negative
fix(collapse,14,JavaScript,negative
bad,293,C++,negative
swipe,384,JavaScript,negative
issue,3078,C++,negative
fall,180,JavaScript,negative
ugly,223,Java,negative
conflicts,439,Java,negative
die,375,Java,negative
sorry,173,C++,negative
static,823,PHP,negative
bumping,192,C,negative
damn,353,Java,negative
lose,102,C++,negative
fail,639,JavaScript,negative
proprietary-files,31,C++,negative
errors,338,Java,negative
monster,139,Java,negative
failing,463,Ruby,negative
rough,387,Python,negative
primitive,89,Python,negative
invisible,28,Java,negative
ghetto,24,Java,negative
rough,157,C++,negative
bogus,37,Ruby,negative
suppress,414,Ruby,negative
limit,771,PHP,negative
rip,64,C,negative
sad,118,PHP,negative
bugs,744,Python,negative
limit,557,C,negative
loose,31,Python,negative
static,524,C++,negative
bad,108,C#,negative
suppression,1651,Java,negative
fail,551,Java,negative
ugly,273,Python,negative
conflicts,491,JavaScript,negative
unexpected,11,Java,negative
bugs,1097,Java,negative
mocked,27,PHP,negative
failure,388,C,negative
damn,389,Ruby,negative
incomplete,506,Java,negative
bs,110,JavaScript,negative
lazy,211,PHP,negative
fail,464,Python,negative
deprecate,212,C,negative
warning,454,C,negative
bug-fix,167,JavaScript,negative
glut,32,C,negative
prohibit,25,Python,negative
bumping,389,Objective-C,negative
dirty,359,JavaScript,negative
slow,279,JavaScript,negative
unknown,209,Java,negative
missed,1807,Ruby,negative
downgrade,366,Java,negative
err,100,Java,negative
overdue,11,Shell,negative
randomly,53,Java,negative
restrict,289,PHP,negative
unknown,203,JavaScript,negative
unsupported,12,PHP,negative
error,415,Objective-C,negative
limited,120,PHP,negative
impossible,32,Java,negative
break,744,Python,negative
disallow,19,Shell,negative
drastically,22,PHP,negative
nasty,44,PHP,negative
crude,151,JavaScript,negative
dump,486,Python,negative
redundant,24,Shell,negative
strange,183,Java,negative
drastically,25,Python,negative
conflict,760,Ruby,negative
untested,51,Shell,negative
backward,122,Python,negative
chore(build,278,JavaScript,negative
failed,352,JavaScript,negative
failure,36,C++,negative
critical,20,C#,negative
untested,279,Python,negative
trash,222,JavaScript,negative
silly,403,Ruby,negative
broken,358,C++,negative
bs,73,Java,negative
conflict,913,Java,negative
obsolete,147,JavaScript,negative
undid,317,JavaScript,negative
breaking,118,C++,negative
trivial,232,Shell,negative
messing,473,Java,negative
invalidate,112,JavaScript,negative
missed,1092,C++,negative
damn,181,C,negative
buggy,175,JavaScript,negative
arbitrary,23,C++,negative
stupid,468,C++,negative
bad,1074,JavaScript,negative
omit,197,Python,negative
failure,105,Java,negative
FALSE,44,Python,negative
st,39,Python,negative
naive,83,C,negative
useless,341,JavaScript,negative
trivial,729,C,negative
fall,115,Ruby,negative
throttle,119,JavaScript,negative
darkened,27,PHP,negative
terrible,27,PHP,negative
bug-fix,85,Java,negative
funny,41,Java,negative
hack,134,Objective-C,negative
rough,168,C,negative
complex,134,JavaScript,negative
bugs,673,Ruby,negative
broke,426,Java,negative
darken,139,JavaScript,negative
tricky,15,C,negative
chore(release,338,JavaScript,negative
failing,276,Java,negative
broke,483,Python,negative
hard,512,JavaScript,negative
rough,699,JavaScript,negative
explode,58,PHP,negative
critical,81,C,negative
stupid,572,PHP,negative
broke,268,PHP,negative
hard,106,C++,negative
enable/disable,19,Objective-C,negative
damn,81,C#,negative
dump,464,Ruby,negative
broken,302,C,negative
chore(docs,304,JavaScript,negative
brute,17,PHP,negative
destroy,786,Ruby,negative
negative,119,Java,negative
error,365,Shell,negative
shit,159,Python,negative
errors,613,JavaScript,negative
conflicts,142,C++,negative
mess,123,C,negative
lost,115,PHP,negative
messing,164,C++,negative
bumping,752,PHP,negative
trouble,46,Java,negative
unable,61,JavaScript,negative
trivial,553,C++,negative
fucking,269,Python,negative
death,78,Python,negative
enemies,134,C#,negative
issues,370,Java,negative
break,581,Java,negative
restricted,25,C,negative
hack,435,PHP,negative
squash,303,Ruby,negative
silly,849,JavaScript,negative
bug-fix:minor,14,Java,negative
fat,29,Java,negative
abort,146,Ruby,negative
missed,599,C#,negative
mock,449,JavaScript,negative
wrong,1132,Ruby,negative
conflict,307,C++,negative
broke,229,C++,negative
undefined,35,C,negative
dumb,78,PHP,negative
kill,113,C#,negative
hacks,50,Java,negative
stupid,441,C,negative
burn,35,Ruby,negative
slowed,113,JavaScript,negative
kill,493,C++,negative
illegal,31,Java,negative
volatile,34,Java,negative
silly,226,PHP,negative
downgrade,666,Ruby,negative
bumped,900,Shell,negative
pointless,55,Python,negative
garbage,55,PHP,negative
conflict,440,Python,negative
emergency,85,Ruby,negative
incomplete,137,C,negative
limit,682,Java,negative
unnecessary,487,JavaScript,negative
unfinished,229,JavaScript,negative
screwed,71,Ruby,negative
critical,31,Objective-C,negative
rejected,74,JavaScript,negative
critical,59,Ruby,negative
blah,1609,Java,negative
scrap,22,Java,negative
err,12,Objective-C,negative
greedy,113,C++,negative
delay,188,Ruby,negative
breaking,340,Ruby,negative
regression,366,C++,negative
miscellaneous,207,PHP,negative
downgrade,179,Python,negative
redundancy,29,Java,negative
unknown,97,Ruby,negative
blur,59,C++,negative
suppress,310,JavaScript,negative
unnecessary,57,C#,negative
st,65,C,negative
fucking,110,C,negative
undid,180,Python,negative
fix(mocks,14,JavaScript,negative
unfinished,13,Objective-C,negative
kill,793,Java,negative
broken,361,PHP,negative
trap,56,JavaScript,negative
crazy,166,JavaScript,negative
tired,55,Ruby,negative
sin,59,Python,negative
warning,281,Ruby,negative
messing,392,Python,negative
delay,610,JavaScript,negative
alarm,85,JavaScript,negative
chore(css,14,JavaScript,negative
wrong,634,C,negative
confused,31,Java,negative
chore(test,39,JavaScript,negative
drain,14,JavaScript,negative
weird,50,Shell,negative
rough,269,Java,negative
crappy,104,JavaScript,negative
break,917,Ruby,negative
ugh,177,C,negative
bumps,181,PHP,negative
redundant,229,JavaScript,negative
insane,16,Java,negative
useless,211,C++,negative
arbitrary,39,Ruby,negative
dumb,273,JavaScript,negative
conflict,233,Objective-C,negative
trap,122,Ruby,negative
smoke,30,C++,negative
splitting,222,PHP,negative
burn,11,Python,negative
puppet,347,Ruby,negative
dead,197,Java,negative
case-insensitive,21,Ruby,negative
lost,148,Ruby,negative
smoke,64,JavaScript,negative
dirty,230,Java,negative
randomly,87,JavaScript,negative
kill,340,PHP,negative
hack,671,Java,negative
problems,228,JavaScript,negative
weird,242,Python,negative
static,368,C,negative
scrap,11,Shell,negative
drag,165,Ruby,negative
avalanche,628,C++,negative
bumps,507,JavaScript,negative
coerce,76,JavaScript,negative
trivial,955,JavaScript,negative
interrupt,167,C,negative
collapse,16,Shell,negative
shit,538,JavaScript,negative
buggy,92,C++,negative
suppress,760,Java,negative
forbid,79,Python,negative
